0.4977702,0.9263536,2.8656885e-07,0.5700721,0.8707495,-0.03225403,0.6371921,0.7904104,-0.056176554,0.67801964,0.7213901,-0.08341897,0.6614481,0.660197,-0.10676229,0.6061584,0.5897373,-0.015524456,0.65260273,0.50116587,-0.07681043,0.6650177,0.5521266,-0.12958172,0.66043234,0.6198034,-0.15500158,0.5474988,0.5498702,-0.027351929,0.57054526,0.39860958,-0.05811282,0.587224,0.30893478,-0.08970071,0.5979868,0.22829926,-0.11257587,0.48444045,0.55027926,-0.04937048,0.49237013,0.39386177,-0.078549325,0.49975994,0.29707795,-0.10520549,0.5100367,0.2097741,-0.122382425,0.4216365,0.5857238,-0.07560933,0.40370438,0.4599524,-0.09537195,0.39363086,0.37651956,-0.103061624,0.3893106,0.29646692,-0.107844256
0.50591993,0.9231502,3.4255694e-07,0.57861274,0.8656191,-0.033211123,0.64370084,0.78468376,-0.056967963,0.68412215,0.7183065,-0.08405686,0.67336273,0.65677136,-0.10769696,0.61412364,0.58608615,-0.014408523,0.6595055,0.5006709,-0.075727895,0.6722473,0.5448844,-0.12935622,0.6680861,0.60591394,-0.15583201,0.5555387,0.5470867,-0.025779907,0.58044994,0.4000005,-0.05792408,0.59902894,0.31099296,-0.09085987,0.6122359,0.23147103,-0.11445045,0.49278784,0.54989475,-0.047435448,0.5028911,0.39762592,-0.07726369,0.51326317,0.3037327,-0.10387952,0.52680486,0.21749419,-0.120898925,0.42991787,0.5879775,-0.073551014,0.41774148,0.46614337,-0.09370659,0.41256738,0.3851345,-0.10136377,0.41306663,0.30656585,-0.106009565
0.5064665,0.9227367,3.483317e-07,0.5791329,0.86563194,-0.03377047,0.64381146,0.7846985,-0.057730034,0.6843984,0.7179759,-0.08490986,0.6742697,0.6545754,-0.10853235,0.6142967,0.58577883,-0.014950025,0.65928507,0.5004753,-0.07604288,0.6724741,0.5475594,-0.12920472,0.6692384,0.61036724,-0.15524544,0.55564183,0.54634356,-0.025864858,0.5809824,0.39950874,-0.057388205,0.5996072,0.31172046,-0.08935199,0.61311203,0.23310131,-0.112128876,0.492871,0.5487925,-0.04717013,0.50340986,0.39676026,-0.07651925,0.51392496,0.30351388,-0.1022078,0.52766633,0.21839389,-0.11847708,0.42998034,0.58685297,-0.07298683,0.41836444,0.46508938,-0.092823885,0.41332752,0.38414744,-0.099941306,0.4138819,0.30631125,-0.1040499
0.50618845,0.9225842,3.5935042e-07,0.5791209,0.8655039,-0.03382098,0.6436457,0.7851957,-0.057610475,0.6839922,0.7175055,-0.084503755,0.6743541,0.6527167,-0.107928656,0.6146793,0.5862138,-0.015040491,0.6591418,0.49961334,-0.07517384,0.6728094,0.54285425,-0.12758568,0.6706382,0.60275406,-0.1533911,0.5561465,0.54671156,-0.025829032,0.58128047,0.3997081,-0.05739548,0.6002249,0.3113817,-0.08949436,0.6142147,0.23203754,-0.11238984,0.4932684,0.548831,-0.046858303,0.5039004,0.3963016,-0.07644226,0.5144587,0.30268034,-0.10238053,0.5283176,0.217408,-0.118827224,0.4301231,0.58630407,-0.072330885,0.418635,0.46417773,-0.09257068,0.4138344,0.38298792,-0.09998688,0.41467315,0.30504707,-0.10428511
0.50615984,0.92179525,3.6137703e-07,0.5784454,0.8650515,-0.03432474,0.6431857,0.785371,-0.058838528,0.68440783,0.7182844,-0.08648369,0.6763326,0.6533571,-0.11076452,0.61481726,0.5856158,-0.015458027,0.66037863,0.50147796,-0.07640933,0.6732311,0.5453006,-0.12967344,0.669539,0.60619277,-0.15587325,0.55643094,0.5452983,-0.026208077,0.58223265,0.3986433,-0.057485767,0.60058546,0.31050622,-0.08919292,0.6137708,0.23188874,-0.1117431,0.49374944,0.5473424,-0.047349725,0.50478417,0.3952198,-0.07653136,0.5153339,0.3019885,-0.101802625,0.5290516,0.2170763,-0.11781066,0.43050438,0.585461,-0.073058985,0.41888234,0.46388543,-0.09302581,0.4143424,0.3830855,-0.09985918,0.41556048,0.30550674,-0.103693
0.508284,0.9218509,3.488315e-07,0.58027494,0.8640834,-0.032618918,0.6441173,0.78448105,-0.056030016,0.6848149,0.7170734,-0.08289108,0.67696166,0.6501287,-0.106418185,0.61598194,0.58503985,-0.013274227,0.6621019,0.49998444,-0.073362775,0.6764982,0.54439783,-0.12623239,0.6742369,0.60547835,-0.15222056,0.55823517,0.5458332,-0.024679804,0.5836358,0.39875853,-0.055185903,0.60244435,0.31109145,-0.08710197,0.6159259,0.23339176,-0.1100039,0.49581292,0.54828316,-0.046336796,0.50655425,0.39589512,-0.07491962,0.5172464,0.3025923,-0.10043401,0.53098315,0.21832329,-0.11678155,0.43283454,0.58607805,-0.072406374,0.42122632,0.4639601,-0.092084885,0.41671273,0.38294363,-0.09898911,0.4177022,0.30536646,-0.102941476
0.50956756,0.922242,3.4612646e-07,0.5822361,0.86431175,-0.03246534,0.64646375,0.784214,-0.05544787,0.6872804,0.7166195,-0.08178989,0.6780933,0.6504204,-0.10472519,0.6168045,0.58451426,-0.013370194,0.66340005,0.49804145,-0.073507465,0.678811,0.542035,-0.12625422,0.6778958,0.60218847,-0.15216012,0.559129,0.5460027,-0.024683084,0.5842713,0.39878452,-0.05564863,0.60333127,0.31150725,-0.08778456,0.6171725,0.23388478,-0.11078406,0.49678493,0.5490059,-0.046183635,0.5072568,0.39640987,-0.07510772,0.5176587,0.30317193,-0.10064853,0.53113306,0.2186172,-0.1169138,0.43418324,0.58709216,-0.07206751,0.42314112,0.46441916,-0.091901824,0.4184705,0.3830949,-0.09893887,0.41919774,0.30502644,-0.10293
0.51130354,0.9245961,3.3844233e-07,0.5848877,0.8682555,-0.03202904,0.6511501,0.7884234,-0.05567176,0.6936369,0.71910065,-0.08299544,0.68591636,0.65241176,-0.10662385,0.62073654,0.58790195,-0.011614475,0.6685651,0.5023647,-0.072122455,0.6827027,0.5498377,-0.12498354,0.6785405,0.61310047,-0.15036623,0.5630042,0.54851305,-0.022938792,0.58802295,0.39980757,-0.0524344,0.6053238,0.3135164,-0.08302378,0.6164483,0.23646006,-0.10460286,0.50110495,0.55015594,-0.044502284,0.5078653,0.39845303,-0.07128652,0.51424277,0.30496117,-0.094181076,0.5235662,0.2192707,-0.108596556,0.43902767,0.5875647,-0.070624076,0.4274827,0.46602514,-0.08759635,0.4236526,0.38738954,-0.09153249,0.42495483,0.31290057,-0.09316282
0.51626194,0.9262494,3.836517e-07,0.589321,0.86674047,-0.030478911,0.6545159,0.78555894,-0.053124607,0.6970485,0.7165251,-0.07992536,0.693743,0.64696586,-0.10340911,0.6241282,0.58600205,-0.008300406,0.6697228,0.5019585,-0.06731657,0.6866759,0.5423555,-0.1194,0.68633133,0.5999464,-0.14468125,0.5665832,0.5475755,-0.020413963,0.59036744,0.39917982,-0.0498332,0.60872316,0.31131223,-0.080344185,0.6210379,0.23232341,-0.101533785,0.5050196,0.55076087,-0.042684603,0.5073735,0.4005623,-0.069535196,0.51169956,0.30783182,-0.09178869,0.51912284,0.22350624,-0.105375744,0.44360483,0.59055847,-0.069510736,0.43008417,0.4705094,-0.086705185,0.4249779,0.3925315,-0.090391286,0.42502108,0.31891054,-0.09154504
0.5212399,0.9309374,3.6480583e-07,0.6010115,0.86965895,-0.030199302,0.67088264,0.78564507,-0.052027475,0.71383446,0.709763,-0.07825273,0.70390147,0.6361974,-0.101166084,0.6348435,0.5901515,-0.0063980487,0.68070704,0.50375706,-0.06512965,0.6991048,0.54609585,-0.1166798,0.70106184,0.6064125,-0.14140375,0.5764974,0.5517544,-0.018498125,0.6023244,0.40382892,-0.04629899,0.6196345,0.3166355,-0.07635497,0.6308861,0.23697793,-0.09766303,0.51385325,0.554389,-0.040916633,0.519733,0.4052264,-0.067297496,0.5239346,0.3105488,-0.09046063,0.5308755,0.22334716,-0.10525437,0.45083487,0.5940623,-0.067795835,0.43724218,0.4773153,-0.08546289,0.4311877,0.3994531,-0.0899816,0.43000162,0.32521573,-0.09204033
